id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV2.123 Load 94;LV2.123 Bus 85;G4-A;0.006;0.0024;0.0065;LV2.123;7
LV2.123 Load 65;LV2.123 Bus 62;H0-A;0.001;0.0004;0.0011;LV2.123;7
LV2.123 Load 70;LV2.123 Bus 24;H0-B;0.002;0.0008;0.0022;LV2.123;7
LV2.123 Load 57;LV2.123 Bus 72;H0-L;0.002;0.0008;0.0022;LV2.123;7
LV2.123 Load 18;LV2.123 Bus 84;H0-A;0.001;0.0004;0.0011;LV2.123;7
LV2.123 Load 55;LV2.123 Bus 16;H0-G;0.002;0.0008;0.0022;LV2.123;7
LV2.123 Load 76;LV2.123 Bus 86;H0-L;0.001;0.0004;0.0011;LV2.123;7
LV2.123 Load 100;LV2.123 Bus 80;HLS_C_3.7;0.0037;0.0015;0.004;LV2.123;7
LV2.123 Load 101;LV2.123 Bus 21;HLS_B_3.7;0.0037;0.0015;0.004;LV2.123;7
LV2.123 Load 102;LV2.123 Bus 74;HLS_A_3.7;0.0037;0.0015;0.004;LV2.123;7
LV2.123 Load 103;LV2.123 Bus 65;HLS_A_3.7;0.0037;0.0015;0.004;LV2.123;7
LV2.124 Load 9;LV2.124 Bus 38;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 85;LV2.124 Bus 6;G3-A;0.008;0.0031;0.0086;LV2.124;7
LV2.124 Load 82;LV2.124 Bus 44;G5-A;0.01;0.0039;0.0107;LV2.124;7
LV2.124 Load 52;LV2.124 Bus 23;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 12;LV2.124 Bus 74;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 49;LV2.124 Bus 70;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 10;LV2.124 Bus 67;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 42;LV2.124 Bus 32;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 84;LV2.124 Bus 81;G1-C;0.01;0.0039;0.0107;LV2.124;7
LV2.124 Load 80;LV2.124 Bus 78;H0-C;0.005;0.002;0.0054;LV2.124;7
LV2.124 Load 7;LV2.124 Bus 1;H0-G;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 60;LV2.124 Bus 18;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 2;LV2.124 Bus 82;H0-B;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 45;LV2.124 Bus 39;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 72;LV2.124 Bus 15;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 77;LV2.124 Bus 40;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 11;LV2.124 Bus 56;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 3;LV2.124 Bus 5;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 46;LV2.124 Bus 66;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 40;LV2.124 Bus 90;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 66;LV2.124 Bus 51;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 41;LV2.124 Bus 56;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 62;LV2.124 Bus 88;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 81;LV2.124 Bus 21;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 95;LV2.124 Bus 71;G2-A;0.009;0.0035;0.0097;LV2.124;7
LV2.124 Load 47;LV2.124 Bus 49;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 25;LV2.124 Bus 55;H0-A;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 53;LV2.124 Bus 4;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 67;LV2.124 Bus 79;H0-A;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 88;LV2.124 Bus 97;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 14;LV2.124 Bus 77;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 58;LV2.124 Bus 69;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 74;LV2.124 Bus 59;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 1;LV2.124 Bus 45;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 35;LV2.124 Bus 34;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 13;LV2.124 Bus 94;H0-B;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 34;LV2.124 Bus 8;G6-A;0.006;0.0024;0.0065;LV2.124;7
LV2.124 Load 20;LV2.124 Bus 80;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 39;LV2.124 Bus 103;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 17;LV2.124 Bus 65;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 6;LV2.124 Bus 10;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 69;LV2.124 Bus 29;H0-C;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 90;LV2.124 Bus 61;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 30;LV2.124 Bus 11;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 78;LV2.124 Bus 50;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 24;LV2.124 Bus 25;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 73;LV2.124 Bus 43;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 96;LV2.124 Bus 95;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 44;LV2.124 Bus 87;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 29;LV2.124 Bus 91;H0-G;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 16;LV2.124 Bus 73;H0-L;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 51;LV2.124 Bus 4;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 86;LV2.124 Bus 39;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 23;LV2.124 Bus 33;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 79;LV2.124 Bus 2;H0-L;0.003;0.0012;0.0032;LV2.124;7
LV2.124 Load 56;LV2.124 Bus 46;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 61;LV2.124 Bus 12;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 5;LV2.124 Bus 28;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 22;LV2.124 Bus 13;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 71;LV2.124 Bus 3;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 21;LV2.124 Bus 30;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 54;LV2.124 Bus 63;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 89;LV2.124 Bus 100;H0-G;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 99;LV2.124 Bus 42;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 15;LV2.124 Bus 41;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 31;LV2.124 Bus 58;H0-C;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 75;LV2.124 Bus 75;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 97;LV2.124 Bus 20;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 59;LV2.124 Bus 14;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 48;LV2.124 Bus 31;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 87;LV2.124 Bus 37;H0-A;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 8;LV2.124 Bus 36;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 92;LV2.124 Bus 57;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 38;LV2.124 Bus 27;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 37;LV2.124 Bus 97;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 26;LV2.124 Bus 83;H0-G;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 28;LV2.124 Bus 23;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 98;LV2.124 Bus 53;H0-G;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 32;LV2.124 Bus 89;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 63;LV2.124 Bus 17;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 93;LV2.124 Bus 52;H0-C;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 68;LV2.124 Bus 99;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 19;LV2.124 Bus 102;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 83;LV2.124 Bus 46;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 64;LV2.124 Bus 7;H0-B;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 27;LV2.124 Bus 92;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 36;LV2.124 Bus 9;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 33;LV2.124 Bus 93;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 91;LV2.124 Bus 68;G1-B;0.007;0.0028;0.0075;LV2.124;7
LV2.124 Load 4;LV2.124 Bus 35;H0-C;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 43;LV2.124 Bus 96;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 50;LV2.124 Bus 101;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 94;LV2.124 Bus 85;G4-A;0.006;0.0024;0.0065;LV2.124;7
LV2.124 Load 65;LV2.124 Bus 62;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 70;LV2.124 Bus 24;H0-B;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 57;LV2.124 Bus 72;H0-L;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 18;LV2.124 Bus 84;H0-A;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 55;LV2.124 Bus 16;H0-G;0.002;0.0008;0.0022;LV2.124;7
LV2.124 Load 76;LV2.124 Bus 86;H0-L;0.001;0.0004;0.0011;LV2.124;7
LV2.124 Load 100;LV2.124 Bus 80;HLS_C_3.7;0.0037;0.0015;0.004;LV2.124;7
LV2.124 Load 101;LV2.124 Bus 21;HLS_B_3.7;0.0037;0.0015;0.004;LV2.124;7
LV2.124 Load 102;LV2.124 Bus 74;HLS_A_3.7;0.0037;0.0015;0.004;LV2.124;7
LV2.124 Load 103;LV2.124 Bus 65;HLS_A_3.7;0.0037;0.0015;0.004;LV2.124;7
LV2.125 Load 9;LV2.125 Bus 38;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 85;LV2.125 Bus 6;G3-A;0.008;0.0031;0.0086;LV2.125;7
LV2.125 Load 82;LV2.125 Bus 44;G5-A;0.01;0.0039;0.0107;LV2.125;7
LV2.125 Load 52;LV2.125 Bus 23;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 12;LV2.125 Bus 74;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 49;LV2.125 Bus 70;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 10;LV2.125 Bus 67;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 42;LV2.125 Bus 32;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 84;LV2.125 Bus 81;G1-C;0.01;0.0039;0.0107;LV2.125;7
LV2.125 Load 80;LV2.125 Bus 78;H0-C;0.005;0.002;0.0054;LV2.125;7
LV2.125 Load 7;LV2.125 Bus 1;H0-G;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 60;LV2.125 Bus 18;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 2;LV2.125 Bus 82;H0-B;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 45;LV2.125 Bus 39;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 72;LV2.125 Bus 15;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 77;LV2.125 Bus 40;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 11;LV2.125 Bus 56;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 3;LV2.125 Bus 5;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 46;LV2.125 Bus 66;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 40;LV2.125 Bus 90;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 66;LV2.125 Bus 51;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 41;LV2.125 Bus 56;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 62;LV2.125 Bus 88;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 81;LV2.125 Bus 21;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 95;LV2.125 Bus 71;G2-A;0.009;0.0035;0.0097;LV2.125;7
LV2.125 Load 47;LV2.125 Bus 49;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 25;LV2.125 Bus 55;H0-A;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 53;LV2.125 Bus 4;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 67;LV2.125 Bus 79;H0-A;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 88;LV2.125 Bus 97;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 14;LV2.125 Bus 77;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 58;LV2.125 Bus 69;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 74;LV2.125 Bus 59;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 1;LV2.125 Bus 45;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 35;LV2.125 Bus 34;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 13;LV2.125 Bus 94;H0-B;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 34;LV2.125 Bus 8;G6-A;0.006;0.0024;0.0065;LV2.125;7
LV2.125 Load 20;LV2.125 Bus 80;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 39;LV2.125 Bus 103;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 17;LV2.125 Bus 65;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 6;LV2.125 Bus 10;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 69;LV2.125 Bus 29;H0-C;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 90;LV2.125 Bus 61;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 30;LV2.125 Bus 11;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 78;LV2.125 Bus 50;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 24;LV2.125 Bus 25;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 73;LV2.125 Bus 43;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 96;LV2.125 Bus 95;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 44;LV2.125 Bus 87;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 29;LV2.125 Bus 91;H0-G;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 16;LV2.125 Bus 73;H0-L;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 51;LV2.125 Bus 4;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 86;LV2.125 Bus 39;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 23;LV2.125 Bus 33;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 79;LV2.125 Bus 2;H0-L;0.003;0.0012;0.0032;LV2.125;7
LV2.125 Load 56;LV2.125 Bus 46;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 61;LV2.125 Bus 12;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 5;LV2.125 Bus 28;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 22;LV2.125 Bus 13;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 71;LV2.125 Bus 3;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 21;LV2.125 Bus 30;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 54;LV2.125 Bus 63;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 89;LV2.125 Bus 100;H0-G;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 99;LV2.125 Bus 42;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 15;LV2.125 Bus 41;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 31;LV2.125 Bus 58;H0-C;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 75;LV2.125 Bus 75;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 97;LV2.125 Bus 20;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 59;LV2.125 Bus 14;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 48;LV2.125 Bus 31;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 87;LV2.125 Bus 37;H0-A;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 8;LV2.125 Bus 36;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 92;LV2.125 Bus 57;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 38;LV2.125 Bus 27;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 37;LV2.125 Bus 97;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 26;LV2.125 Bus 83;H0-G;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 28;LV2.125 Bus 23;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 98;LV2.125 Bus 53;H0-G;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 32;LV2.125 Bus 89;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 63;LV2.125 Bus 17;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 93;LV2.125 Bus 52;H0-C;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 68;LV2.125 Bus 99;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 19;LV2.125 Bus 102;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 83;LV2.125 Bus 46;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 64;LV2.125 Bus 7;H0-B;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 27;LV2.125 Bus 92;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 36;LV2.125 Bus 9;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 33;LV2.125 Bus 93;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 91;LV2.125 Bus 68;G1-B;0.007;0.0028;0.0075;LV2.125;7
LV2.125 Load 4;LV2.125 Bus 35;H0-C;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 43;LV2.125 Bus 96;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 50;LV2.125 Bus 101;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 94;LV2.125 Bus 85;G4-A;0.006;0.0024;0.0065;LV2.125;7
LV2.125 Load 65;LV2.125 Bus 62;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 70;LV2.125 Bus 24;H0-B;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 57;LV2.125 Bus 72;H0-L;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 18;LV2.125 Bus 84;H0-A;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 55;LV2.125 Bus 16;H0-G;0.002;0.0008;0.0022;LV2.125;7
LV2.125 Load 76;LV2.125 Bus 86;H0-L;0.001;0.0004;0.0011;LV2.125;7
LV2.125 Load 100;LV2.125 Bus 80;HLS_C_3.7;0.0037;0.0015;0.004;LV2.125;7
LV2.125 Load 101;LV2.125 Bus 21;HLS_B_3.7;0.0037;0.0015;0.004;LV2.125;7
LV2.125 Load 102;LV2.125 Bus 74;HLS_A_3.7;0.0037;0.0015;0.004;LV2.125;7
LV2.125 Load 103;LV2.125 Bus 65;HLS_A_3.7;0.0037;0.0015;0.004;LV2.125;7
LV2.126 Load 9;LV2.126 Bus 38;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 85;LV2.126 Bus 6;G3-A;0.008;0.0031;0.0086;LV2.126;7
LV2.126 Load 82;LV2.126 Bus 44;G5-A;0.01;0.0039;0.0107;LV2.126;7
LV2.126 Load 52;LV2.126 Bus 23;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 12;LV2.126 Bus 74;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 49;LV2.126 Bus 70;H0-B;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 10;LV2.126 Bus 67;H0-A;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 42;LV2.126 Bus 32;H0-B;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 84;LV2.126 Bus 81;G1-C;0.01;0.0039;0.0107;LV2.126;7
LV2.126 Load 80;LV2.126 Bus 78;H0-C;0.005;0.002;0.0054;LV2.126;7
LV2.126 Load 7;LV2.126 Bus 1;H0-G;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 60;LV2.126 Bus 18;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 2;LV2.126 Bus 82;H0-B;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 45;LV2.126 Bus 39;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 72;LV2.126 Bus 15;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 77;LV2.126 Bus 40;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 11;LV2.126 Bus 56;H0-A;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 3;LV2.126 Bus 5;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 46;LV2.126 Bus 66;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 40;LV2.126 Bus 90;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 66;LV2.126 Bus 51;H0-A;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 41;LV2.126 Bus 56;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 62;LV2.126 Bus 88;H0-B;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 81;LV2.126 Bus 21;H0-B;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 95;LV2.126 Bus 71;G2-A;0.009;0.0035;0.0097;LV2.126;7
LV2.126 Load 47;LV2.126 Bus 49;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 25;LV2.126 Bus 55;H0-A;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 53;LV2.126 Bus 4;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 67;LV2.126 Bus 79;H0-A;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 88;LV2.126 Bus 97;H0-B;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 14;LV2.126 Bus 77;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 58;LV2.126 Bus 69;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 74;LV2.126 Bus 59;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 1;LV2.126 Bus 45;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 35;LV2.126 Bus 34;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 13;LV2.126 Bus 94;H0-B;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 34;LV2.126 Bus 8;G6-A;0.006;0.0024;0.0065;LV2.126;7
LV2.126 Load 20;LV2.126 Bus 80;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 39;LV2.126 Bus 103;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 17;LV2.126 Bus 65;H0-A;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 6;LV2.126 Bus 10;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 69;LV2.126 Bus 29;H0-C;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 90;LV2.126 Bus 61;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 30;LV2.126 Bus 11;H0-B;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 78;LV2.126 Bus 50;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 24;LV2.126 Bus 25;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 73;LV2.126 Bus 43;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 96;LV2.126 Bus 95;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 44;LV2.126 Bus 87;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 29;LV2.126 Bus 91;H0-G;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 16;LV2.126 Bus 73;H0-L;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 51;LV2.126 Bus 4;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 86;LV2.126 Bus 39;H0-C;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 23;LV2.126 Bus 33;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 79;LV2.126 Bus 2;H0-L;0.003;0.0012;0.0032;LV2.126;7
LV2.126 Load 56;LV2.126 Bus 46;H0-A;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 61;LV2.126 Bus 12;H0-L;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 5;LV2.126 Bus 28;H0-B;0.002;0.0008;0.0022;LV2.126;7
LV2.126 Load 22;LV2.126 Bus 13;H0-L;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 71;LV2.126 Bus 3;H0-G;0.001;0.0004;0.0011;LV2.126;7
LV2.126 Load 21;LV2.126 Bus 30;H0-B;0.002;0.0008;0.0022;LV2.126;7
