id;element1;element2;variable;subnet;voltLvl
measurement 2550;EHV Bus 1607;NULL;v;EHV1;1
measurement 2551;EHV Bus 2037;NULL;p;EHV1;1
measurement 2552;EHV Bus 2037;NULL;q;EHV1;1
measurement 2553;EHV Bus 2037;NULL;v;EHV1;1
measurement 2554;EHV Bus 3065;NULL;p;EHV1;1
measurement 2555;EHV Bus 3065;NULL;q;EHV1;1
measurement 2556;EHV Bus 3065;NULL;v;EHV1;1
measurement 2557;EHV Bus 2854;NULL;p;EHV1;1
measurement 2558;EHV Bus 2854;NULL;q;EHV1;1
measurement 2559;EHV Bus 2854;NULL;v;EHV1;1
measurement 2560;EHV Bus 505;NULL;p;EHV1;1
measurement 2561;EHV Bus 505;NULL;q;EHV1;1
measurement 2562;EHV Bus 505;NULL;v;EHV1;1
measurement 2563;EHV Bus 1795;NULL;p;EHV1;1
measurement 2564;EHV Bus 1795;NULL;q;EHV1;1
measurement 2565;EHV Bus 1795;NULL;v;EHV1;1
measurement 2566;EHV Bus 1154;NULL;p;EHV1;1
measurement 2567;EHV Bus 1154;NULL;q;EHV1;1
measurement 2568;EHV Bus 1154;NULL;v;EHV1;1
measurement 2569;EHV Bus 2263;NULL;p;EHV1;1
measurement 2570;EHV Bus 2263;NULL;q;EHV1;1
measurement 2571;EHV Bus 2263;NULL;v;EHV1;1
measurement 2572;EHV Bus 978;NULL;p;EHV1;1
measurement 2573;EHV Bus 978;NULL;q;EHV1;1
measurement 2574;EHV Bus 978;NULL;v;EHV1;1
measurement 2575;EHV Bus 2174;NULL;p;EHV1;1
measurement 2576;EHV Bus 2174;NULL;q;EHV1;1
measurement 2577;EHV Bus 2174;NULL;v;EHV1;1
measurement 2578;EHV Bus 1672;NULL;p;EHV1;1
measurement 2579;EHV Bus 1672;NULL;q;EHV1;1
measurement 2580;EHV Bus 1672;NULL;v;EHV1;1
measurement 2581;EHV Bus 2067;NULL;p;EHV1;1
measurement 2582;EHV Bus 2067;NULL;q;EHV1;1
measurement 2583;EHV Bus 2067;NULL;v;EHV1;1
measurement 2584;EHV Bus 2683;NULL;p;EHV1;1
measurement 2585;EHV Bus 2683;NULL;q;EHV1;1
measurement 2586;EHV Bus 2683;NULL;v;EHV1;1
measurement 2587;EHV Bus 2725;NULL;p;EHV1;1
measurement 2588;EHV Bus 2725;NULL;q;EHV1;1
measurement 2589;EHV Bus 2725;NULL;v;EHV1;1
measurement 2590;EHV Bus 2592;NULL;p;EHV1;1
measurement 2591;EHV Bus 2592;NULL;q;EHV1;1
measurement 2592;EHV Bus 2592;NULL;v;EHV1;1
measurement 2593;EHV Bus 1822;NULL;p;EHV1;1
measurement 2594;EHV Bus 1822;NULL;q;EHV1;1
measurement 2595;EHV Bus 1822;NULL;v;EHV1;1
measurement 2596;EHV Bus 220;NULL;p;EHV1;1
measurement 2597;EHV Bus 220;NULL;q;EHV1;1
measurement 2598;EHV Bus 220;NULL;v;EHV1;1
measurement 2599;EHV Bus 1307;NULL;p;EHV1;1
measurement 2600;EHV Bus 1307;NULL;q;EHV1;1
measurement 2601;EHV Bus 1307;NULL;v;EHV1;1
measurement 2602;EHV Bus 2377;NULL;p;EHV1;1
measurement 2603;EHV Bus 2377;NULL;q;EHV1;1
measurement 2604;EHV Bus 2377;NULL;v;EHV1;1
measurement 2605;EHV Bus 2815;NULL;p;EHV1;1
measurement 2606;EHV Bus 2815;NULL;q;EHV1;1
measurement 2607;EHV Bus 2815;NULL;v;EHV1;1
measurement 2608;EHV Bus 911;NULL;p;EHV1;1
measurement 2609;EHV Bus 911;NULL;q;EHV1;1
measurement 2610;EHV Bus 911;NULL;v;EHV1;1
measurement 2611;EHV Bus 2917;NULL;p;EHV1;1
measurement 2612;EHV Bus 2917;NULL;q;EHV1;1
measurement 2613;EHV Bus 2917;NULL;v;EHV1;1
measurement 2614;EHV Bus 2565;NULL;p;EHV1;1
measurement 2615;EHV Bus 2565;NULL;q;EHV1;1
measurement 2616;EHV Bus 2565;NULL;v;EHV1;1
measurement 2617;EHV Bus 215;NULL;p;EHV1;1
measurement 2618;EHV Bus 215;NULL;q;EHV1;1
measurement 2619;EHV Bus 215;NULL;v;EHV1;1
measurement 2620;EHV Bus 593;NULL;p;EHV1;1
measurement 2621;EHV Bus 593;NULL;q;EHV1;1
measurement 2622;EHV Bus 593;NULL;v;EHV1;1
measurement 2623;EHV Bus 674;NULL;p;EHV1;1
measurement 2624;EHV Bus 674;NULL;q;EHV1;1
measurement 2625;EHV Bus 674;NULL;v;EHV1;1
measurement 2626;EHV Bus 230;NULL;p;EHV1;1
measurement 2627;EHV Bus 230;NULL;q;EHV1;1
measurement 2628;EHV Bus 230;NULL;v;EHV1;1
measurement 2629;EHV Bus 1197;NULL;p;EHV1;1
measurement 2630;EHV Bus 1197;NULL;q;EHV1;1
measurement 2631;EHV Bus 1197;NULL;v;EHV1;1
measurement 2632;EHV Bus 916;NULL;p;EHV1;1
measurement 2633;EHV Bus 916;NULL;q;EHV1;1
measurement 2634;EHV Bus 916;NULL;v;EHV1;1
measurement 2635;EHV Bus 3058;NULL;p;EHV1;1
measurement 2636;EHV Bus 3058;NULL;q;EHV1;1
measurement 2637;EHV Bus 3058;NULL;v;EHV1;1
measurement 2638;EHV Bus 353;NULL;p;EHV1;1
measurement 2639;EHV Bus 353;NULL;q;EHV1;1
measurement 2640;EHV Bus 353;NULL;v;EHV1;1
measurement 2641;EHV Bus 1220;NULL;p;EHV1;1
measurement 2642;EHV Bus 1220;NULL;q;EHV1;1
measurement 2643;EHV Bus 1220;NULL;v;EHV1;1
measurement 2644;EHV Bus 58;NULL;p;EHV1_HV1;1
measurement 2645;EHV Bus 58;NULL;q;EHV1_HV1;1
measurement 2646;EHV Bus 58;NULL;v;EHV1_HV1;1
measurement 2647;EHV Bus 2409;NULL;p;EHV1;1
measurement 2648;EHV Bus 2409;NULL;q;EHV1;1
measurement 2649;EHV Bus 2409;NULL;v;EHV1;1
measurement 2650;EHV Bus 1478;NULL;p;EHV1;1
measurement 2651;EHV Bus 1478;NULL;q;EHV1;1
measurement 2652;EHV Bus 1478;NULL;v;EHV1;1
measurement 2653;EHV Bus 1;NULL;p;EHV1;1
measurement 2654;EHV Bus 1;NULL;q;EHV1;1
measurement 2655;EHV Bus 1;NULL;v;EHV1;1
measurement 2656;EHV Bus 707;NULL;p;EHV1;1
measurement 2657;EHV Bus 707;NULL;q;EHV1;1
measurement 2658;EHV Bus 707;NULL;v;EHV1;1
measurement 2659;EHV Bus 2905;NULL;p;EHV1;1
measurement 2660;EHV Bus 2905;NULL;q;EHV1;1
measurement 2661;EHV Bus 2905;NULL;v;EHV1;1
measurement 2662;EHV Bus 1102;NULL;p;EHV1;1
measurement 2663;EHV Bus 1102;NULL;q;EHV1;1
measurement 2664;EHV Bus 1102;NULL;v;EHV1;1
measurement 2665;EHV Bus 859;NULL;p;EHV1;1
measurement 2666;EHV Bus 859;NULL;q;EHV1;1
measurement 2667;EHV Bus 859;NULL;v;EHV1;1
measurement 2668;EHV Bus 739;NULL;p;EHV1;1
measurement 2669;EHV Bus 739;NULL;q;EHV1;1
measurement 2670;EHV Bus 739;NULL;v;EHV1;1
measurement 2671;EHV Bus 1818;NULL;p;EHV1;1
measurement 2672;EHV Bus 1818;NULL;q;EHV1;1
measurement 2673;EHV Bus 1818;NULL;v;EHV1;1
measurement 2674;EHV Bus 2583;NULL;p;EHV1;1
measurement 2675;EHV Bus 2583;NULL;q;EHV1;1
measurement 2676;EHV Bus 2583;NULL;v;EHV1;1
measurement 2677;EHV Bus 1934;NULL;p;EHV1;1
measurement 2678;EHV Bus 1934;NULL;q;EHV1;1
measurement 2679;EHV Bus 1934;NULL;v;EHV1;1
measurement 2680;EHV Bus 2300;NULL;p;EHV1;1
measurement 2681;EHV Bus 2300;NULL;q;EHV1;1
measurement 2682;EHV Bus 2300;NULL;v;EHV1;1
measurement 2683;EHV Bus 1066;NULL;p;EHV1;1
measurement 2684;EHV Bus 1066;NULL;q;EHV1;1
measurement 2685;EHV Bus 1066;NULL;v;EHV1;1
measurement 2686;EHV Bus 63;NULL;p;EHV1;1
measurement 2687;EHV Bus 63;NULL;q;EHV1;1
measurement 2688;EHV Bus 63;NULL;v;EHV1;1
measurement 2689;EHV Bus 2742;NULL;p;EHV1;1
measurement 2690;EHV Bus 2742;NULL;q;EHV1;1
measurement 2691;EHV Bus 2742;NULL;v;EHV1;1
measurement 2692;EHV Bus 1985;NULL;p;EHV1;1
measurement 2693;EHV Bus 1985;NULL;q;EHV1;1
measurement 2694;EHV Bus 1985;NULL;v;EHV1;1
measurement 2695;EHV Bus 2381;NULL;p;EHV1;1
measurement 2696;EHV Bus 2381;NULL;q;EHV1;1
measurement 2697;EHV Bus 2381;NULL;v;EHV1;1
measurement 2698;EHV Bus 1018;NULL;p;EHV1;1
measurement 2699;EHV Bus 1018;NULL;q;EHV1;1
measurement 2700;EHV Bus 1018;NULL;v;EHV1;1
measurement 2701;EHV Bus 2104;NULL;p;EHV1;1
measurement 2702;EHV Bus 2104;NULL;q;EHV1;1
measurement 2703;EHV Bus 2104;NULL;v;EHV1;1
measurement 2704;EHV Bus 705;NULL;p;EHV1;1
measurement 2705;EHV Bus 705;NULL;q;EHV1;1
measurement 2706;EHV Bus 705;NULL;v;EHV1;1
measurement 2707;EHV Bus 2615;NULL;p;EHV1;1
measurement 2708;EHV Bus 2615;NULL;q;EHV1;1
measurement 2709;EHV Bus 2615;NULL;v;EHV1;1
measurement 2710;EHV Bus 2922;NULL;p;EHV1;1
measurement 2711;EHV Bus 2922;NULL;q;EHV1;1
measurement 2712;EHV Bus 2922;NULL;v;EHV1;1
measurement 2713;EHV Bus 339;NULL;p;EHV1;1
measurement 2714;EHV Bus 339;NULL;q;EHV1;1
measurement 2715;EHV Bus 339;NULL;v;EHV1;1
measurement 2716;EHV Bus 87;NULL;p;EHV1;1
measurement 2717;EHV Bus 87;NULL;q;EHV1;1
measurement 2718;EHV Bus 87;NULL;v;EHV1;1
measurement 2719;EHV Bus 19;NULL;p;EHV1;1
measurement 2720;EHV Bus 19;NULL;q;EHV1;1
measurement 2721;EHV Bus 19;NULL;v;EHV1;1
measurement 2722;EHV Bus 140;NULL;p;EHV1;1
measurement 2723;EHV Bus 140;NULL;q;EHV1;1
measurement 2724;EHV Bus 140;NULL;v;EHV1;1
measurement 2725;EHV Bus 599;NULL;p;EHV1;1
measurement 2726;EHV Bus 599;NULL;q;EHV1;1
measurement 2727;EHV Bus 599;NULL;v;EHV1;1
measurement 2728;EHV Bus 1427;NULL;p;EHV1;1
measurement 2729;EHV Bus 1427;NULL;q;EHV1;1
measurement 2730;EHV Bus 1427;NULL;v;EHV1;1
measurement 2731;EHV Bus 2688;NULL;p;EHV1;1
measurement 2732;EHV Bus 2688;NULL;q;EHV1;1
measurement 2733;EHV Bus 2688;NULL;v;EHV1;1
measurement 2734;EHV Bus 652;NULL;p;EHV1;1
measurement 2735;EHV Bus 652;NULL;q;EHV1;1
measurement 2736;EHV Bus 652;NULL;v;EHV1;1
measurement 2737;EHV Bus 1827;NULL;p;EHV1;1
measurement 2738;EHV Bus 1827;NULL;q;EHV1;1
measurement 2739;EHV Bus 1827;NULL;v;EHV1;1
measurement 2740;EHV Bus 2116;NULL;p;EHV1;1
measurement 2741;EHV Bus 2116;NULL;q;EHV1;1
measurement 2742;EHV Bus 2116;NULL;v;EHV1;1
measurement 2743;EHV Bus 2502;NULL;p;EHV1;1
measurement 2744;EHV Bus 2502;NULL;q;EHV1;1
measurement 2745;EHV Bus 2502;NULL;v;EHV1;1
measurement 2746;EHV Bus 2297;NULL;p;EHV1;1
measurement 2747;EHV Bus 2297;NULL;q;EHV1;1
measurement 2748;EHV Bus 2297;NULL;v;EHV1;1
measurement 2749;EHV Bus 1300;NULL;p;EHV1;1
measurement 2750;EHV Bus 1300;NULL;q;EHV1;1
measurement 2751;EHV Bus 1300;NULL;v;EHV1;1
measurement 2752;EHV Bus 1782;NULL;p;EHV1;1
measurement 2753;EHV Bus 1782;NULL;q;EHV1;1
measurement 2754;EHV Bus 1782;NULL;v;EHV1;1
measurement 2755;EHV Bus 1980;NULL;p;EHV1;1
measurement 2756;EHV Bus 1980;NULL;q;EHV1;1
measurement 2757;EHV Bus 1980;NULL;v;EHV1;1
measurement 2758;EHV Bus 2730;NULL;p;EHV1;1
measurement 2759;EHV Bus 2730;NULL;q;EHV1;1
measurement 2760;EHV Bus 2730;NULL;v;EHV1;1
measurement 2761;EHV Bus 1704;NULL;p;EHV1;1
measurement 2762;EHV Bus 1704;NULL;q;EHV1;1
measurement 2763;EHV Bus 1704;NULL;v;EHV1;1
measurement 2764;EHV Bus 806;NULL;p;EHV1;1
measurement 2765;EHV Bus 806;NULL;q;EHV1;1
measurement 2766;EHV Bus 806;NULL;v;EHV1;1
measurement 2767;EHV Bus 1166;NULL;p;EHV1;1
measurement 2768;EHV Bus 1166;NULL;q;EHV1;1
measurement 2769;EHV Bus 1166;NULL;v;EHV1;1
measurement 2770;EHV Bus 807;NULL;p;EHV1;1
measurement 2771;EHV Bus 807;NULL;q;EHV1;1
measurement 2772;EHV Bus 807;NULL;v;EHV1;1
measurement 2773;EHV Bus 2974;NULL;p;EHV1;1
measurement 2774;EHV Bus 2974;NULL;q;EHV1;1
measurement 2775;EHV Bus 2974;NULL;v;EHV1;1
measurement 2776;EHV Bus 1275;NULL;p;EHV1;1
measurement 2777;EHV Bus 1275;NULL;q;EHV1;1
measurement 2778;EHV Bus 1275;NULL;v;EHV1;1
measurement 2779;EHV Bus 1247;NULL;p;EHV1;1
measurement 2780;EHV Bus 1247;NULL;q;EHV1;1
measurement 2781;EHV Bus 1247;NULL;v;EHV1;1
measurement 2782;EHV Bus 2302;NULL;p;EHV1;1
measurement 2783;EHV Bus 2302;NULL;q;EHV1;1
measurement 2784;EHV Bus 2302;NULL;v;EHV1;1
measurement 2785;EHV Bus 1917;NULL;p;EHV1;1
measurement 2786;EHV Bus 1917;NULL;q;EHV1;1
measurement 2787;EHV Bus 1917;NULL;v;EHV1;1
measurement 2788;EHV Bus 269;NULL;p;EHV1;1
measurement 2789;EHV Bus 269;NULL;q;EHV1;1
measurement 2790;EHV Bus 269;NULL;v;EHV1;1
measurement 2791;EHV Bus 2888;NULL;p;EHV1;1
measurement 2792;EHV Bus 2888;NULL;q;EHV1;1
measurement 2793;EHV Bus 2888;NULL;v;EHV1;1
measurement 2794;EHV Bus 2322;NULL;p;EHV1;1
measurement 2795;EHV Bus 2322;NULL;q;EHV1;1
measurement 2796;EHV Bus 2322;NULL;v;EHV1;1
measurement 2797;EHV Bus 1910;NULL;p;EHV1;1
measurement 2798;EHV Bus 1910;NULL;q;EHV1;1
measurement 2799;EHV Bus 1910;NULL;v;EHV1;1
measurement 2800;EHV Bus 2273;NULL;p;EHV1;1
measurement 2801;EHV Bus 2273;NULL;q;EHV1;1
measurement 2802;EHV Bus 2273;NULL;v;EHV1;1
measurement 2803;EHV Bus 47;NULL;p;EHV1;1
measurement 2804;EHV Bus 47;NULL;q;EHV1;1
measurement 2805;EHV Bus 47;NULL;v;EHV1;1
measurement 2806;EHV Bus 636;NULL;p;EHV1;1
measurement 2807;EHV Bus 636;NULL;q;EHV1;1
measurement 2808;EHV Bus 636;NULL;v;EHV1;1
measurement 2809;EHV Bus 1000;NULL;p;EHV1;1
measurement 2810;EHV Bus 1000;NULL;q;EHV1;1
measurement 2811;EHV Bus 1000;NULL;v;EHV1;1
measurement 2812;EHV Bus 644;NULL;p;EHV1;1
measurement 2813;EHV Bus 644;NULL;q;EHV1;1
measurement 2814;EHV Bus 644;NULL;v;EHV1;1
measurement 2815;EHV Bus 2919;NULL;p;EHV1;1
measurement 2816;EHV Bus 2919;NULL;q;EHV1;1
measurement 2817;EHV Bus 2919;NULL;v;EHV1;1
measurement 2818;EHV Bus 1591;NULL;p;EHV1;1
measurement 2819;EHV Bus 1591;NULL;q;EHV1;1
measurement 2820;EHV Bus 1591;NULL;v;EHV1;1
measurement 2821;EHV Bus 1983;NULL;p;EHV1;1
measurement 2822;EHV Bus 1983;NULL;q;EHV1;1
measurement 2823;EHV Bus 1983;NULL;v;EHV1;1
measurement 2824;EHV Bus 2737;NULL;p;EHV1;1
measurement 2825;EHV Bus 2737;NULL;q;EHV1;1
measurement 2826;EHV Bus 2737;NULL;v;EHV1;1
measurement 2827;EHV Bus 891;NULL;p;EHV1;1
measurement 2828;EHV Bus 891;NULL;q;EHV1;1
measurement 2829;EHV Bus 891;NULL;v;EHV1;1
measurement 2830;EHV Bus 1967;NULL;p;EHV1;1
measurement 2831;EHV Bus 1967;NULL;q;EHV1;1
measurement 2832;EHV Bus 1967;NULL;v;EHV1;1
measurement 2833;EHV Bus 1821;NULL;p;EHV1;1
measurement 2834;EHV Bus 1821;NULL;q;EHV1;1
measurement 2835;EHV Bus 1821;NULL;v;EHV1;1
measurement 2836;EHV Bus 2983;NULL;p;EHV1;1
measurement 2837;EHV Bus 2983;NULL;q;EHV1;1
measurement 2838;EHV Bus 2983;NULL;v;EHV1;1
measurement 2839;EHV Bus 2472;NULL;p;EHV1;1
measurement 2840;EHV Bus 2472;NULL;q;EHV1;1
measurement 2841;EHV Bus 2472;NULL;v;EHV1;1
measurement 2842;EHV Bus 1148;NULL;p;EHV1;1
measurement 2843;EHV Bus 1148;NULL;q;EHV1;1
measurement 2844;EHV Bus 1148;NULL;v;EHV1;1
measurement 2845;EHV Bus 163;NULL;p;EHV1;1
measurement 2846;EHV Bus 163;NULL;q;EHV1;1
measurement 2847;EHV Bus 163;NULL;v;EHV1;1
measurement 2848;EHV Bus 2743;NULL;p;EHV1;1
measurement 2849;EHV Bus 2743;NULL;q;EHV1;1
measurement 2850;EHV Bus 2743;NULL;v;EHV1;1
measurement 2851;EHV Bus 164;NULL;p;EHV1;1
measurement 2852;EHV Bus 164;NULL;q;EHV1;1
measurement 2853;EHV Bus 164;NULL;v;EHV1;1
measurement 2854;EHV Bus 349;NULL;p;EHV1;1
measurement 2855;EHV Bus 349;NULL;q;EHV1;1
measurement 2856;EHV Bus 349;NULL;v;EHV1;1
measurement 2857;EHV Bus 29;NULL;p;EHV1;1
measurement 2858;EHV Bus 29;NULL;q;EHV1;1
measurement 2859;EHV Bus 29;NULL;v;EHV1;1
measurement 2860;EHV Bus 1122;NULL;p;EHV1;1
measurement 2861;EHV Bus 1122;NULL;q;EHV1;1
measurement 2862;EHV Bus 1122;NULL;v;EHV1;1
measurement 2863;EHV Bus 489;NULL;p;EHV1;1
measurement 2864;EHV Bus 489;NULL;q;EHV1;1
measurement 2865;EHV Bus 489;NULL;v;EHV1;1
measurement 2866;EHV Bus 1661;NULL;p;EHV1;1
measurement 2867;EHV Bus 1661;NULL;q;EHV1;1
measurement 2868;EHV Bus 1661;NULL;v;EHV1;1
measurement 2869;EHV Bus 1422;NULL;p;EHV1;1
measurement 2870;EHV Bus 1422;NULL;q;EHV1;1
measurement 2871;EHV Bus 1422;NULL;v;EHV1;1
measurement 2872;EHV Bus 3018;NULL;p;EHV1;1
measurement 2873;EHV Bus 3018;NULL;q;EHV1;1
measurement 2874;EHV Bus 3018;NULL;v;EHV1;1
measurement 2875;EHV Bus 2082;NULL;p;EHV1;1
measurement 2876;EHV Bus 2082;NULL;q;EHV1;1
measurement 2877;EHV Bus 2082;NULL;v;EHV1;1
measurement 2878;EHV Bus 1235;NULL;p;EHV1;1
measurement 2879;EHV Bus 1235;NULL;q;EHV1;1
measurement 2880;EHV Bus 1235;NULL;v;EHV1;1
measurement 2881;EHV Bus 3002;NULL;p;EHV1;1
measurement 2882;EHV Bus 3002;NULL;q;EHV1;1
measurement 2883;EHV Bus 3002;NULL;v;EHV1;1
measurement 2884;EHV Bus 520;NULL;p;EHV1;1
measurement 2885;EHV Bus 520;NULL;q;EHV1;1
measurement 2886;EHV Bus 520;NULL;v;EHV1;1
measurement 2887;EHV Bus 971;NULL;p;EHV1;1
measurement 2888;EHV Bus 971;NULL;q;EHV1;1
measurement 2889;EHV Bus 971;NULL;v;EHV1;1
measurement 2890;EHV Bus 99;NULL;p;EHV1;1
measurement 2891;EHV Bus 99;NULL;q;EHV1;1
measurement 2892;EHV Bus 99;NULL;v;EHV1;1
measurement 2893;EHV Bus 2957;NULL;p;EHV1;1
measurement 2894;EHV Bus 2957;NULL;q;EHV1;1
measurement 2895;EHV Bus 2957;NULL;v;EHV1;1
measurement 2896;EHV Bus 1168;NULL;p;EHV1;1
measurement 2897;EHV Bus 1168;NULL;q;EHV1;1
measurement 2898;EHV Bus 1168;NULL;v;EHV1;1
measurement 2899;EHV Bus 1423;NULL;p;EHV1;1
measurement 2900;EHV Bus 1423;NULL;q;EHV1;1
measurement 2901;EHV Bus 1423;NULL;v;EHV1;1
measurement 2902;EHV Bus 2786;NULL;p;EHV1;1
measurement 2903;EHV Bus 2786;NULL;q;EHV1;1
measurement 2904;EHV Bus 2786;NULL;v;EHV1;1
measurement 2905;EHV Bus 743;NULL;p;EHV1;1
measurement 2906;EHV Bus 743;NULL;q;EHV1;1
measurement 2907;EHV Bus 743;NULL;v;EHV1;1
measurement 2908;EHV Bus 118;NULL;p;EHV1;1
measurement 2909;EHV Bus 118;NULL;q;EHV1;1
measurement 2910;EHV Bus 118;NULL;v;EHV1;1
measurement 2911;EHV Bus 2964;NULL;p;EHV1;1
measurement 2912;EHV Bus 2964;NULL;q;EHV1;1
measurement 2913;EHV Bus 2964;NULL;v;EHV1;1
measurement 2914;EHV Bus 2233;NULL;p;EHV1;1
measurement 2915;EHV Bus 2233;NULL;q;EHV1;1
measurement 2916;EHV Bus 2233;NULL;v;EHV1;1
measurement 2917;EHV Bus 1848;NULL;p;EHV1;1
measurement 2918;EHV Bus 1848;NULL;q;EHV1;1
measurement 2919;EHV Bus 1848;NULL;v;EHV1;1
measurement 2920;EHV Bus 1285;NULL;p;EHV1;1
measurement 2921;EHV Bus 1285;NULL;q;EHV1;1
measurement 2922;EHV Bus 1285;NULL;v;EHV1;1
measurement 2923;EHV Bus 2955;NULL;p;EHV1;1
measurement 2924;EHV Bus 2955;NULL;q;EHV1;1
measurement 2925;EHV Bus 2955;NULL;v;EHV1;1
measurement 2926;EHV Bus 1502;NULL;p;EHV1;1
measurement 2927;EHV Bus 1502;NULL;q;EHV1;1
measurement 2928;EHV Bus 1502;NULL;v;EHV1;1
measurement 2929;EHV Bus 1287;NULL;p;EHV1;1
measurement 2930;EHV Bus 1287;NULL;q;EHV1;1
measurement 2931;EHV Bus 1287;NULL;v;EHV1;1
measurement 2932;EHV Bus 59;NULL;p;EHV1;1
measurement 2933;EHV Bus 59;NULL;q;EHV1;1
measurement 2934;EHV Bus 59;NULL;v;EHV1;1
measurement 2935;EHV Bus 2520;NULL;p;EHV1;1
measurement 2936;EHV Bus 2520;NULL;q;EHV1;1
measurement 2937;EHV Bus 2520;NULL;v;EHV1;1
measurement 2938;EHV Bus 3032;NULL;p;EHV1;1
measurement 2939;EHV Bus 3032;NULL;q;EHV1;1
measurement 2940;EHV Bus 3032;NULL;v;EHV1;1
measurement 2941;EHV Bus 800;NULL;p;EHV1;1
measurement 2942;EHV Bus 800;NULL;q;EHV1;1
measurement 2943;EHV Bus 800;NULL;v;EHV1;1
measurement 2944;EHV Bus 904;NULL;p;EHV1;1
measurement 2945;EHV Bus 904;NULL;q;EHV1;1
measurement 2946;EHV Bus 904;NULL;v;EHV1;1
measurement 2947;EHV Bus 1536;NULL;p;EHV1;1
measurement 2948;EHV Bus 1536;NULL;q;EHV1;1
measurement 2949;EHV Bus 1536;NULL;v;EHV1;1
measurement 2950;EHV Bus 395;NULL;p;EHV1;1
measurement 2951;EHV Bus 395;NULL;q;EHV1;1
measurement 2952;EHV Bus 395;NULL;v;EHV1;1
measurement 2953;EHV Bus 298;NULL;p;EHV1;1
measurement 2954;EHV Bus 298;NULL;q;EHV1;1
measurement 2955;EHV Bus 298;NULL;v;EHV1;1
measurement 2956;EHV Bus 1130;NULL;p;EHV1;1
measurement 2957;EHV Bus 1130;NULL;q;EHV1;1
measurement 2958;EHV Bus 1130;NULL;v;EHV1;1
measurement 2959;EHV Bus 2869;NULL;p;EHV1;1
measurement 2960;EHV Bus 2869;NULL;q;EHV1;1
measurement 2961;EHV Bus 2869;NULL;v;EHV1;1
measurement 2962;EHV Bus 286;NULL;p;EHV1;1
measurement 2963;EHV Bus 286;NULL;q;EHV1;1
measurement 2964;EHV Bus 286;NULL;v;EHV1;1
measurement 2965;EHV Bus 2441;NULL;p;EHV1;1
measurement 2966;EHV Bus 2441;NULL;q;EHV1;1
measurement 2967;EHV Bus 2441;NULL;v;EHV1;1
measurement 2968;EHV Bus 2107;NULL;p;EHV1;1
measurement 2969;EHV Bus 2107;NULL;q;EHV1;1
measurement 2970;EHV Bus 2107;NULL;v;EHV1;1
measurement 2971;EHV Bus 1850;NULL;p;EHV1;1
measurement 2972;EHV Bus 1850;NULL;q;EHV1;1
measurement 2973;EHV Bus 1850;NULL;v;EHV1;1
measurement 2974;EHV Bus 2327;NULL;p;EHV1;1
measurement 2975;EHV Bus 2327;NULL;q;EHV1;1
measurement 2976;EHV Bus 2327;NULL;v;EHV1;1
measurement 2977;EHV Bus 2015;NULL;p;EHV1;1
measurement 2978;EHV Bus 2015;NULL;q;EHV1;1
measurement 2979;EHV Bus 2015;NULL;v;EHV1;1
measurement 2980;EHV Bus 2017;NULL;p;EHV1;1
measurement 2981;EHV Bus 2017;NULL;q;EHV1;1
measurement 2982;EHV Bus 2017;NULL;v;EHV1;1
measurement 2983;EHV Bus 2372;NULL;p;EHV1;1
measurement 2984;EHV Bus 2372;NULL;q;EHV1;1
measurement 2985;EHV Bus 2372;NULL;v;EHV1;1
measurement 2986;EHV Bus 156;NULL;p;EHV1;1
measurement 2987;EHV Bus 156;NULL;q;EHV1;1
measurement 2988;EHV Bus 156;NULL;v;EHV1;1
measurement 2989;EHV Bus 767;NULL;p;EHV1;1
measurement 2990;EHV Bus 767;NULL;q;EHV1;1
measurement 2991;EHV Bus 767;NULL;v;EHV1;1
measurement 2992;EHV Bus 2098;NULL;p;EHV1;1
measurement 2993;EHV Bus 2098;NULL;q;EHV1;1
measurement 2994;EHV Bus 2098;NULL;v;EHV1;1
measurement 2995;EHV Bus 897;NULL;p;EHV1;1
measurement 2996;EHV Bus 897;NULL;q;EHV1;1
measurement 2997;EHV Bus 897;NULL;v;EHV1;1
measurement 2998;EHV Bus 1686;NULL;p;EHV1;1
measurement 2999;EHV Bus 1686;NULL;q;EHV1;1
measurement 3000;EHV Bus 1686;NULL;v;EHV1;1
measurement 3001;EHV Bus 2994;NULL;p;EHV1;1
measurement 3002;EHV Bus 2994;NULL;q;EHV1;1
measurement 3003;EHV Bus 2994;NULL;v;EHV1;1
measurement 3004;EHV Bus 1029;NULL;p;EHV1;1
measurement 3005;EHV Bus 1029;NULL;q;EHV1;1
measurement 3006;EHV Bus 1029;NULL;v;EHV1;1
measurement 3007;EHV Bus 1204;NULL;p;EHV1;1
measurement 3008;EHV Bus 1204;NULL;q;EHV1;1
measurement 3009;EHV Bus 1204;NULL;v;EHV1;1
measurement 3010;EHV Bus 157;NULL;p;EHV1;1
measurement 3011;EHV Bus 157;NULL;q;EHV1;1
measurement 3012;EHV Bus 157;NULL;v;EHV1;1
measurement 3013;EHV Bus 695;NULL;p;EHV1;1
measurement 3014;EHV Bus 695;NULL;q;EHV1;1
measurement 3015;EHV Bus 695;NULL;v;EHV1;1
measurement 3016;EHV Bus 1236;NULL;p;EHV1;1
measurement 3017;EHV Bus 1236;NULL;q;EHV1;1
measurement 3018;EHV Bus 1236;NULL;v;EHV1;1
measurement 3019;EHV Bus 233;NULL;p;EHV1;1
