id;node;type;profile;pStor;qStor;chargeLevel;sR;max_e_mwh;efficiency_percent;self-discharge_percent_per_day;pMin;pMax;qMin;qMax;subnet;voltLvl
MV2.102 MV Storage 26;MV2.102 Bus 8;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.202_eq;5
MV2.102 MV Storage 27;MV2.102 Bus 11;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.203_eq;5
MV2.102 MV Storage 28;MV2.102 Bus 13;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.204_eq;5
MV2.102 MV Storage 29;MV2.102 Bus 19;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.205_eq;5
MV2.102 MV Storage 30;MV2.102 Bus 20;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.206_eq;5
MV2.102 MV Storage 31;MV2.102 Bus 23;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.207_eq;5
MV2.102 MV Storage 32;MV2.102 Bus 26;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.208_eq;5
MV2.102 MV Storage 33;MV2.102 Bus 27;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.209_eq;5
MV2.102 MV Storage 34;MV2.102 Bus 28;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.210_eq;5
MV2.102 MV Storage 35;MV2.102 Bus 33;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.211_eq;5
MV2.102 MV Storage 36;MV2.102 Bus 34;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.212_eq;5
MV2.102 MV Storage 37;MV2.102 Bus 42;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.213_eq;5
MV2.102 MV Storage 38;MV2.102 Bus 44;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.214_eq;5
MV2.102 MV Storage 39;MV2.102 Bus 47;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.215_eq;5
MV2.102 MV Storage 40;MV2.102 Bus 49;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.216_eq;5
MV2.102 MV Storage 41;MV2.102 Bus 50;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.217_eq;5
MV2.102 MV Storage 42;MV2.102 Bus 51;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.218_eq;5
MV2.102 MV Storage 43;MV2.102 Bus 52;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.219_eq;5
MV2.102 MV Storage 44;MV2.102 Bus 53;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.220_eq;5
MV2.102 MV Storage 45;MV2.102 Bus 57;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.221_eq;5
MV2.102 MV Storage 46;MV2.102 Bus 59;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.222_eq;5
MV2.102 MV Storage 47;MV2.102 Bus 60;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.223_eq;5
MV2.102 MV Storage 48;MV2.102 Bus 62;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.224_eq;5
MV2.102 MV Storage 49;MV2.102 Bus 71;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.225_eq;5
MV2.102 MV Storage 50;MV2.102 Bus 79;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.226_eq;5
MV2.102 MV Storage 51;MV2.102 Bus 86;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.227_eq;5
MV2.102 MV Storage 52;MV2.102 Bus 94;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.228_eq;5
MV2.102 MV Storage 53;MV2.102 Bus 96;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.229_eq;5
MV2.102 MV Storage 54;MV2.102 Bus 97;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.230_eq;5
MV2.102 MV Storage 55;MV2.102 Bus 99;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.231_eq;5
MV2.102 MV Storage 56;MV2.102 Bus 103;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.232_eq;5
MV2.102 MV Storage 57;MV2.102 Bus 104;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.233_eq;5
MV2.102 MV Storage 58;MV2.102 Bus 106;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.234_eq;5
MV2.102 MV Storage 59;MV2.102 Bus 110;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.235_eq;5
MV2.102 MV Storage 60;MV2.102 Bus 112;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.102_LV4.236_eq;5
MV2.102 MV Storage 61;MV2.102 Bus 5;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.201_eq;5
MV2.102 MV Storage 62;MV2.102 Bus 6;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.202_eq;5
MV2.102 MV Storage 63;MV2.102 Bus 9;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.203_eq;5
MV2.102 MV Storage 64;MV2.102 Bus 14;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.204_eq;5
MV2.102 MV Storage 65;MV2.102 Bus 15;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.205_eq;5
MV2.102 MV Storage 66;MV2.102 Bus 16;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.206_eq;5
MV2.102 MV Storage 67;MV2.102 Bus 17;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.207_eq;5
MV2.102 MV Storage 68;MV2.102 Bus 18;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.208_eq;5
MV2.102 MV Storage 69;MV2.102 Bus 21;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.209_eq;5
MV2.102 MV Storage 70;MV2.102 Bus 22;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.210_eq;5
MV2.102 MV Storage 71;MV2.102 Bus 70;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.211_eq;5
MV2.102 MV Storage 72;MV2.102 Bus 80;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.212_eq;5
MV2.102 MV Storage 73;MV2.102 Bus 81;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.213_eq;5
MV2.102 MV Storage 74;MV2.102 Bus 88;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.214_eq;5
MV2.102 MV Storage 75;MV2.102 Bus 89;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.215_eq;5
MV2.102 MV Storage 76;MV2.102 Bus 90;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.216_eq;5
MV2.102 MV Storage 77;MV2.102 Bus 91;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.217_eq;5
MV2.102 MV Storage 78;MV2.102 Bus 92;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.218_eq;5
MV2.102 MV Storage 79;MV2.102 Bus 93;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.219_eq;5
MV2.102 MV Storage 80;MV2.102 Bus 95;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.220_eq;5
MV2.102 MV Storage 81;MV2.102 Bus 98;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.221_eq;5
MV2.102 MV Storage 82;MV2.102 Bus 102;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.222_eq;5
MV2.102 MV Storage 83;MV2.102 Bus 105;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.102_LV5.223_eq;5
MV2.102 MV Storage 84;MV2.102 Bus 92;PV_Storage_MV;Storage_PV4_G4-M;-2.449;0;0.5;2.449;4.89794;0.95;0.13;-2.44897;0;-2.44897;2.44897;MV2.102;5
MV2.102 MV Storage 85;MV2.102 Bus 107;PV_Storage_MV;Storage_PV1_G3-M;-2.4815;0;0.5;2.4815;4.96299;0.95;0.13;-2.48149;0;-2.48149;2.48149;MV2.102;5
MV2.102 MV Storage 86;MV2.102 Bus 119;PV_Storage_MV;Storage_PV4_3%_e_MWh;-5.8;0;0.5;5.8;0.406;0.95;0.13;-5.8;0;-5.8;5.8;MV2.102;5
MV2.102 MV Storage 87;MV2.102 busbar1.1;PV_Storage_MV;Storage_PV4_G2-A;-3.6499;0;0.5;3.6499;7.29984;0.95;0.13;-3.64992;0;-3.64992;3.64992;MV2.102;5
MV2.103 MV Storage 1;MV2.103 Bus 65;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.201_eq;5
MV2.103 MV Storage 2;MV2.103 Bus 66;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.202_eq;5
MV2.103 MV Storage 3;MV2.103 Bus 67;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.203_eq;5
MV2.103 MV Storage 4;MV2.103 Bus 69;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.204_eq;5
MV2.103 MV Storage 5;MV2.103 Bus 74;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.205_eq;5
MV2.103 MV Storage 6;MV2.103 Bus 114;PV_Storage;lv_rural1;-0.1558;0;0.5;0.1558;0.311482;0.95;0.13;-0.1558;0;-0.1558;0.1558;MV2.103_LV1.206_eq;5
MV2.103 MV Storage 7;MV2.103 Bus 12;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.201_eq;5
MV2.103 MV Storage 8;MV2.103 Bus 24;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.202_eq;5
MV2.103 MV Storage 9;MV2.103 Bus 25;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.203_eq;5
MV2.103 MV Storage 10;MV2.103 Bus 29;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.204_eq;5
MV2.103 MV Storage 11;MV2.103 Bus 32;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.205_eq;5
MV2.103 MV Storage 12;MV2.103 Bus 35;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.206_eq;5
MV2.103 MV Storage 13;MV2.103 Bus 43;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.207_eq;5
MV2.103 MV Storage 14;MV2.103 Bus 45;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.208_eq;5
MV2.103 MV Storage 15;MV2.103 Bus 58;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.209_eq;5
MV2.103 MV Storage 16;MV2.103 Bus 63;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.210_eq;5
MV2.103 MV Storage 17;MV2.103 Bus 72;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.211_eq;5
MV2.103 MV Storage 18;MV2.103 Bus 73;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.212_eq;5
MV2.103 MV Storage 19;MV2.103 Bus 84;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.213_eq;5
MV2.103 MV Storage 20;MV2.103 Bus 85;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.214_eq;5
MV2.103 MV Storage 21;MV2.103 Bus 101;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.215_eq;5
MV2.103 MV Storage 22;MV2.103 Bus 111;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.216_eq;5
MV2.103 MV Storage 23;MV2.103 Bus 115;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.217_eq;5
MV2.103 MV Storage 24;MV2.103 Bus 116;PV_Storage;lv_rural3;-0.0776;0;0.5;0.0776;0.15514;0.95;0.13;-0.0776;0;-0.0776;0.0776;MV2.103_LV3.218_eq;5
MV2.103 MV Storage 25;MV2.103 Bus 7;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.201_eq;5
MV2.103 MV Storage 26;MV2.103 Bus 8;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.202_eq;5
MV2.103 MV Storage 27;MV2.103 Bus 11;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.203_eq;5
MV2.103 MV Storage 28;MV2.103 Bus 13;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.204_eq;5
MV2.103 MV Storage 29;MV2.103 Bus 19;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.205_eq;5
MV2.103 MV Storage 30;MV2.103 Bus 20;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.206_eq;5
MV2.103 MV Storage 31;MV2.103 Bus 23;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.207_eq;5
MV2.103 MV Storage 32;MV2.103 Bus 26;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.208_eq;5
MV2.103 MV Storage 33;MV2.103 Bus 27;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.209_eq;5
MV2.103 MV Storage 34;MV2.103 Bus 28;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.210_eq;5
MV2.103 MV Storage 35;MV2.103 Bus 33;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.211_eq;5
MV2.103 MV Storage 36;MV2.103 Bus 34;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.212_eq;5
MV2.103 MV Storage 37;MV2.103 Bus 42;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.213_eq;5
MV2.103 MV Storage 38;MV2.103 Bus 44;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.214_eq;5
MV2.103 MV Storage 39;MV2.103 Bus 47;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.215_eq;5
MV2.103 MV Storage 40;MV2.103 Bus 49;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.216_eq;5
MV2.103 MV Storage 41;MV2.103 Bus 50;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.217_eq;5
MV2.103 MV Storage 42;MV2.103 Bus 51;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.218_eq;5
MV2.103 MV Storage 43;MV2.103 Bus 52;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.219_eq;5
MV2.103 MV Storage 44;MV2.103 Bus 53;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.220_eq;5
MV2.103 MV Storage 45;MV2.103 Bus 57;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.221_eq;5
MV2.103 MV Storage 46;MV2.103 Bus 59;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.222_eq;5
MV2.103 MV Storage 47;MV2.103 Bus 60;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.223_eq;5
MV2.103 MV Storage 48;MV2.103 Bus 62;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.224_eq;5
MV2.103 MV Storage 49;MV2.103 Bus 71;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.225_eq;5
MV2.103 MV Storage 50;MV2.103 Bus 79;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.226_eq;5
MV2.103 MV Storage 51;MV2.103 Bus 86;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.227_eq;5
MV2.103 MV Storage 52;MV2.103 Bus 94;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.228_eq;5
MV2.103 MV Storage 53;MV2.103 Bus 96;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.229_eq;5
MV2.103 MV Storage 54;MV2.103 Bus 97;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.230_eq;5
MV2.103 MV Storage 55;MV2.103 Bus 99;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.231_eq;5
MV2.103 MV Storage 56;MV2.103 Bus 103;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.232_eq;5
MV2.103 MV Storage 57;MV2.103 Bus 104;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.233_eq;5
MV2.103 MV Storage 58;MV2.103 Bus 106;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.234_eq;5
MV2.103 MV Storage 59;MV2.103 Bus 110;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.235_eq;5
MV2.103 MV Storage 60;MV2.103 Bus 112;PV_Storage;lv_semiurb4;-0.0137;0;0.5;0.0137;0.027374;0.95;0.13;-0.0137;0;-0.0137;0.0137;MV2.103_LV4.236_eq;5
MV2.103 MV Storage 61;MV2.103 Bus 5;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.201_eq;5
MV2.103 MV Storage 62;MV2.103 Bus 6;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.202_eq;5
MV2.103 MV Storage 63;MV2.103 Bus 9;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.203_eq;5
MV2.103 MV Storage 64;MV2.103 Bus 14;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.204_eq;5
MV2.103 MV Storage 65;MV2.103 Bus 15;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.205_eq;5
MV2.103 MV Storage 66;MV2.103 Bus 16;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.206_eq;5
MV2.103 MV Storage 67;MV2.103 Bus 17;PV_Storage;lv_semiurb5;-0.0983;0;0.5;0.0983;0.196472;0.95;0.13;-0.0983;0;-0.0983;0.0983;MV2.103_LV5.207_eq;5
