id;node;type;profile;pStor;qStor;chargeLevel;sR;max_e_mwh;efficiency_percent;self-discharge_percent_per_day;pMin;pMax;qMin;qMax;subnet;voltLvl
MV3.103 MV Storage 22;MV3.103 Bus 38;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.313_eq;5
MV3.103 MV Storage 23;MV3.103 Bus 39;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.314_eq;5
MV3.103 MV Storage 24;MV3.103 Bus 45;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.315_eq;5
MV3.103 MV Storage 25;MV3.103 Bus 60;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.316_eq;5
MV3.103 MV Storage 26;MV3.103 Bus 62;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.317_eq;5
MV3.103 MV Storage 27;MV3.103 Bus 67;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.318_eq;5
MV3.103 MV Storage 28;MV3.103 Bus 74;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.319_eq;5
MV3.103 MV Storage 29;MV3.103 Bus 75;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.320_eq;5
MV3.103 MV Storage 30;MV3.103 Bus 78;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.321_eq;5
MV3.103 MV Storage 31;MV3.103 Bus 79;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.322_eq;5
MV3.103 MV Storage 32;MV3.103 Bus 91;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.323_eq;5
MV3.103 MV Storage 33;MV3.103 Bus 95;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.324_eq;5
MV3.103 MV Storage 34;MV3.103 Bus 97;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.325_eq;5
MV3.103 MV Storage 35;MV3.103 Bus 102;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.326_eq;5
MV3.103 MV Storage 36;MV3.103 Bus 103;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.327_eq;5
MV3.103 MV Storage 37;MV3.103 Bus 104;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.328_eq;5
MV3.103 MV Storage 38;MV3.103 Bus 106;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.329_eq;5
MV3.103 MV Storage 39;MV3.103 Bus 107;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.330_eq;5
MV3.103 MV Storage 40;MV3.103 Bus 109;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.331_eq;5
MV3.103 MV Storage 41;MV3.103 Bus 113;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.332_eq;5
MV3.103 MV Storage 42;MV3.103 Bus 122;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.333_eq;5
MV3.103 MV Storage 43;MV3.103 Bus 124;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.334_eq;5
MV3.103 MV Storage 44;MV3.103 Bus 129;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.335_eq;5
MV3.103 MV Storage 45;MV3.103 Bus 131;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.336_eq;5
MV3.103 MV Storage 46;MV3.103 Bus 133;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.337_eq;5
MV3.103 MV Storage 47;MV3.103 Bus 136;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.338_eq;5
MV3.103 MV Storage 48;MV3.103 Bus 137;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.339_eq;5
MV3.103 MV Storage 49;MV3.103 Bus 139;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.340_eq;5
MV3.103 MV Storage 50;MV3.103 Bus 140;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.341_eq;5
MV3.103 MV Storage 51;MV3.103 Bus 142;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV3.103_LV4.342_eq;5
MV3.103 MV Storage 52;MV3.103 Bus 16;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.301_eq;5
MV3.103 MV Storage 53;MV3.103 Bus 17;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.302_eq;5
MV3.103 MV Storage 54;MV3.103 Bus 19;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.303_eq;5
MV3.103 MV Storage 55;MV3.103 Bus 23;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.304_eq;5
MV3.103 MV Storage 56;MV3.103 Bus 24;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.305_eq;5
MV3.103 MV Storage 57;MV3.103 Bus 27;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.306_eq;5
MV3.103 MV Storage 58;MV3.103 Bus 31;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.307_eq;5
MV3.103 MV Storage 59;MV3.103 Bus 34;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.308_eq;5
MV3.103 MV Storage 60;MV3.103 Bus 40;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.309_eq;5
MV3.103 MV Storage 61;MV3.103 Bus 41;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.310_eq;5
MV3.103 MV Storage 62;MV3.103 Bus 42;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.311_eq;5
MV3.103 MV Storage 63;MV3.103 Bus 43;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.312_eq;5
MV3.103 MV Storage 64;MV3.103 Bus 44;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.313_eq;5
MV3.103 MV Storage 65;MV3.103 Bus 46;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.314_eq;5
MV3.103 MV Storage 66;MV3.103 Bus 47;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.315_eq;5
MV3.103 MV Storage 67;MV3.103 Bus 48;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.316_eq;5
MV3.103 MV Storage 68;MV3.103 Bus 51;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.317_eq;5
MV3.103 MV Storage 69;MV3.103 Bus 54;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.318_eq;5
MV3.103 MV Storage 70;MV3.103 Bus 55;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.319_eq;5
MV3.103 MV Storage 71;MV3.103 Bus 59;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.320_eq;5
MV3.103 MV Storage 72;MV3.103 Bus 64;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.321_eq;5
MV3.103 MV Storage 73;MV3.103 Bus 71;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.322_eq;5
MV3.103 MV Storage 74;MV3.103 Bus 72;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.323_eq;5
MV3.103 MV Storage 75;MV3.103 Bus 73;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.324_eq;5
MV3.103 MV Storage 76;MV3.103 Bus 77;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.325_eq;5
MV3.103 MV Storage 77;MV3.103 Bus 81;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.326_eq;5
MV3.103 MV Storage 78;MV3.103 Bus 82;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.327_eq;5
MV3.103 MV Storage 79;MV3.103 Bus 84;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.328_eq;5
MV3.103 MV Storage 80;MV3.103 Bus 85;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.329_eq;5
MV3.103 MV Storage 81;MV3.103 Bus 86;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.330_eq;5
MV3.103 MV Storage 82;MV3.103 Bus 88;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.331_eq;5
MV3.103 MV Storage 83;MV3.103 Bus 90;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.332_eq;5
MV3.103 MV Storage 84;MV3.103 Bus 96;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.333_eq;5
MV3.103 MV Storage 85;MV3.103 Bus 98;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.334_eq;5
MV3.103 MV Storage 86;MV3.103 Bus 99;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.335_eq;5
MV3.103 MV Storage 87;MV3.103 Bus 101;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.336_eq;5
MV3.103 MV Storage 88;MV3.103 Bus 105;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.337_eq;5
MV3.103 MV Storage 89;MV3.103 Bus 108;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.338_eq;5
MV3.103 MV Storage 90;MV3.103 Bus 110;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.339_eq;5
MV3.103 MV Storage 91;MV3.103 Bus 111;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.340_eq;5
MV3.103 MV Storage 92;MV3.103 Bus 112;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.341_eq;5
MV3.103 MV Storage 93;MV3.103 Bus 115;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.342_eq;5
MV3.103 MV Storage 94;MV3.103 Bus 117;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.343_eq;5
MV3.103 MV Storage 95;MV3.103 Bus 118;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.344_eq;5
MV3.103 MV Storage 96;MV3.103 Bus 123;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.345_eq;5
MV3.103 MV Storage 97;MV3.103 Bus 126;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.346_eq;5
MV3.103 MV Storage 98;MV3.103 Bus 127;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.347_eq;5
MV3.103 MV Storage 99;MV3.103 Bus 128;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.348_eq;5
MV3.103 MV Storage 100;MV3.103 Bus 130;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.349_eq;5
MV3.103 MV Storage 101;MV3.103 Bus 135;PV_Storage;lv_semiurb5;-0.2477;0;0.5;0.2477;0.495292;0.95;0.13;-0.2477;0;-0.2477;0.2477;MV3.103_LV5.350_eq;5
MV3.103 MV Storage 102;MV3.103 Bus 13;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.301_eq;5
MV3.103 MV Storage 103;MV3.103 Bus 18;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.302_eq;5
MV3.103 MV Storage 104;MV3.103 Bus 21;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.303_eq;5
MV3.103 MV Storage 105;MV3.103 Bus 32;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.304_eq;5
MV3.103 MV Storage 106;MV3.103 Bus 35;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.305_eq;5
MV3.103 MV Storage 107;MV3.103 Bus 36;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.306_eq;5
MV3.103 MV Storage 108;MV3.103 Bus 37;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.307_eq;5
MV3.103 MV Storage 109;MV3.103 Bus 49;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.308_eq;5
MV3.103 MV Storage 110;MV3.103 Bus 50;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.309_eq;5
MV3.103 MV Storage 111;MV3.103 Bus 52;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.310_eq;5
MV3.103 MV Storage 112;MV3.103 Bus 53;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.311_eq;5
MV3.103 MV Storage 113;MV3.103 Bus 56;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.312_eq;5
MV3.103 MV Storage 114;MV3.103 Bus 57;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.313_eq;5
MV3.103 MV Storage 115;MV3.103 Bus 58;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.314_eq;5
MV3.103 MV Storage 116;MV3.103 Bus 61;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.315_eq;5
MV3.103 MV Storage 117;MV3.103 Bus 63;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.316_eq;5
MV3.103 MV Storage 118;MV3.103 Bus 65;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.317_eq;5
MV3.103 MV Storage 119;MV3.103 Bus 66;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.318_eq;5
MV3.103 MV Storage 120;MV3.103 Bus 68;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.319_eq;5
MV3.103 MV Storage 121;MV3.103 Bus 69;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.320_eq;5
MV3.103 MV Storage 122;MV3.103 Bus 70;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.321_eq;5
MV3.103 MV Storage 123;MV3.103 Bus 76;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.322_eq;5
MV3.103 MV Storage 124;MV3.103 Bus 80;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.323_eq;5
MV3.103 MV Storage 125;MV3.103 Bus 83;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.324_eq;5
MV3.103 MV Storage 126;MV3.103 Bus 87;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.325_eq;5
MV3.103 MV Storage 127;MV3.103 Bus 89;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.326_eq;5
MV3.103 MV Storage 128;MV3.103 Bus 92;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.327_eq;5
MV3.103 MV Storage 129;MV3.103 Bus 93;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.328_eq;5
MV3.103 MV Storage 130;MV3.103 Bus 94;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.329_eq;5
MV3.103 MV Storage 131;MV3.103 Bus 100;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.330_eq;5
MV3.103 MV Storage 132;MV3.103 Bus 114;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.331_eq;5
MV3.103 MV Storage 133;MV3.103 Bus 116;PV_Storage;lv_urban6;-0.0508;0;0.5;0.0508;0.101666;0.95;0.13;-0.0508;0;-0.0508;0.0508;MV3.103_LV6.332_eq;5
MV4.101 MV Storage 1;MV4.101 Bus 49;PV_Storage;lv_rural1;-0.206;0;0.5;0.206;0.411946;0.95;0.13;-0.206;0;-0.206;0.206;MV4.101_LV1.401_eq;5
MV4.101 MV Storage 2;MV4.101 Bus 8;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.401_eq;5
MV4.101 MV Storage 3;MV4.101 Bus 10;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.402_eq;5
MV4.101 MV Storage 4;MV4.101 Bus 11;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.403_eq;5
MV4.101 MV Storage 5;MV4.101 Bus 17;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.404_eq;5
MV4.101 MV Storage 6;MV4.101 Bus 18;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.405_eq;5
MV4.101 MV Storage 7;MV4.101 Bus 48;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.406_eq;5
MV4.101 MV Storage 8;MV4.101 Bus 50;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.407_eq;5
MV4.101 MV Storage 9;MV4.101 Bus 51;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.408_eq;5
MV4.101 MV Storage 10;MV4.101 Bus 87;PV_Storage;lv_rural2;-0.093;0;0.5;0.093;0.186322;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV2.409_eq;5
MV4.101 MV Storage 11;MV4.101 Bus 21;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.401_eq;5
MV4.101 MV Storage 12;MV4.101 Bus 39;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.402_eq;5
MV4.101 MV Storage 13;MV4.101 Bus 47;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.403_eq;5
MV4.101 MV Storage 14;MV4.101 Bus 52;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.404_eq;5
MV4.101 MV Storage 15;MV4.101 Bus 79;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.405_eq;5
MV4.101 MV Storage 16;MV4.101 Bus 88;PV_Storage;lv_rural3;-0.093;0;0.5;0.093;0.185934;0.95;0.13;-0.093;0;-0.093;0.093;MV4.101_LV3.406_eq;5
MV4.101 MV Storage 17;MV4.101 Bus 7;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV4.101_LV4.401_eq;5
MV4.101 MV Storage 18;MV4.101 Bus 13;PV_Storage;lv_semiurb4;-0.2252;0;0.5;0.2252;0.450348;0.95;0.13;-0.2252;0;-0.2252;0.2252;MV4.101_LV4.402_eq;5
