id;node;type;profile;calc_type;pRES;qRES;sR;subnet;voltLvl
MV3.102 SGen 73;MV3.102 Bus 83;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.324_eq;5
MV3.102 SGen 74;MV3.102 Bus 84;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.328_eq;5
MV3.102 SGen 75;MV3.102 Bus 85;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.329_eq;5
MV3.102 SGen 76;MV3.102 Bus 86;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.330_eq;5
MV3.102 SGen 77;MV3.102 Bus 87;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.325_eq;5
MV3.102 SGen 78;MV3.102 Bus 88;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.331_eq;5
MV3.102 SGen 79;MV3.102 Bus 89;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.326_eq;5
MV3.102 SGen 80;MV3.102 Bus 90;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.332_eq;5
MV3.102 SGen 81;MV3.102 Bus 91;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.323_eq;5
MV3.102 SGen 82;MV3.102 Bus 92;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.327_eq;5
MV3.102 SGen 83;MV3.102 Bus 93;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.328_eq;5
MV3.102 SGen 84;MV3.102 Bus 94;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.329_eq;5
MV3.102 SGen 85;MV3.102 Bus 95;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.324_eq;5
MV3.102 SGen 86;MV3.102 Bus 96;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.333_eq;5
MV3.102 SGen 87;MV3.102 Bus 97;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.325_eq;5
MV3.102 SGen 88;MV3.102 Bus 98;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.334_eq;5
MV3.102 SGen 89;MV3.102 Bus 99;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.335_eq;5
MV3.102 SGen 90;MV3.102 Bus 100;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.330_eq;5
MV3.102 SGen 91;MV3.102 Bus 101;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.336_eq;5
MV3.102 SGen 92;MV3.102 Bus 102;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.326_eq;5
MV3.102 SGen 93;MV3.102 Bus 103;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.327_eq;5
MV3.102 SGen 94;MV3.102 Bus 104;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.328_eq;5
MV3.102 SGen 95;MV3.102 Bus 105;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.337_eq;5
MV3.102 SGen 96;MV3.102 Bus 106;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.329_eq;5
MV3.102 SGen 97;MV3.102 Bus 107;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.330_eq;5
MV3.102 SGen 98;MV3.102 Bus 108;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.338_eq;5
MV3.102 SGen 99;MV3.102 Bus 109;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.331_eq;5
MV3.102 SGen 100;MV3.102 Bus 110;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.339_eq;5
MV3.102 SGen 101;MV3.102 Bus 111;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.340_eq;5
MV3.102 SGen 102;MV3.102 Bus 112;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.341_eq;5
MV3.102 SGen 103;MV3.102 Bus 113;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.332_eq;5
MV3.102 SGen 104;MV3.102 Bus 114;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.331_eq;5
MV3.102 SGen 105;MV3.102 Bus 115;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.342_eq;5
MV3.102 SGen 106;MV3.102 Bus 116;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.102_LV6.332_eq;5
MV3.102 SGen 107;MV3.102 Bus 117;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.343_eq;5
MV3.102 SGen 108;MV3.102 Bus 118;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.344_eq;5
MV3.102 SGen 109;MV3.102 Bus 119;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.301_eq;5
MV3.102 SGen 110;MV3.102 Bus 120;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.302_eq;5
MV3.102 SGen 111;MV3.102 Bus 121;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.303_eq;5
MV3.102 SGen 112;MV3.102 Bus 122;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.333_eq;5
MV3.102 SGen 113;MV3.102 Bus 123;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.345_eq;5
MV3.102 SGen 114;MV3.102 Bus 124;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.334_eq;5
MV3.102 SGen 115;MV3.102 Bus 125;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.304_eq;5
MV3.102 SGen 116;MV3.102 Bus 126;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.346_eq;5
MV3.102 SGen 117;MV3.102 Bus 127;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.347_eq;5
MV3.102 SGen 118;MV3.102 Bus 128;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.348_eq;5
MV3.102 SGen 119;MV3.102 Bus 129;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.335_eq;5
MV3.102 SGen 120;MV3.102 Bus 130;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.349_eq;5
MV3.102 SGen 121;MV3.102 Bus 131;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.336_eq;5
MV3.102 SGen 122;MV3.102 Bus 132;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.305_eq;5
MV3.102 SGen 123;MV3.102 Bus 133;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.337_eq;5
MV3.102 SGen 124;MV3.102 Bus 134;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.306_eq;5
MV3.102 SGen 125;MV3.102 Bus 135;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.102_LV5.350_eq;5
MV3.102 SGen 126;MV3.102 Bus 136;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.338_eq;5
MV3.102 SGen 127;MV3.102 Bus 137;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.339_eq;5
MV3.102 SGen 128;MV3.102 Bus 138;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.307_eq;5
MV3.102 SGen 129;MV3.102 Bus 139;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.340_eq;5
MV3.102 SGen 130;MV3.102 Bus 140;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.341_eq;5
MV3.102 SGen 131;MV3.102 Bus 141;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.308_eq;5
MV3.102 SGen 132;MV3.102 Bus 142;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.102_LV4.342_eq;5
MV3.102 SGen 133;MV3.102 Bus 143;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.102_LV3.309_eq;5
MV3.102 MV SGen 1;MV3.102 Bus 86;Hydro_MV;Hydro3;pq;2.9;0;2.9;MV3.102;5
MV3.103 SGen 1;MV3.103 Bus 11;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.301_eq;5
MV3.103 SGen 2;MV3.103 Bus 12;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.302_eq;5
MV3.103 SGen 3;MV3.103 Bus 13;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.301_eq;5
MV3.103 SGen 4;MV3.103 Bus 14;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.303_eq;5
MV3.103 SGen 5;MV3.103 Bus 15;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.304_eq;5
MV3.103 SGen 6;MV3.103 Bus 16;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.301_eq;5
MV3.103 SGen 7;MV3.103 Bus 17;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.302_eq;5
MV3.103 SGen 8;MV3.103 Bus 18;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.302_eq;5
MV3.103 SGen 9;MV3.103 Bus 19;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.303_eq;5
MV3.103 SGen 10;MV3.103 Bus 20;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.305_eq;5
MV3.103 SGen 11;MV3.103 Bus 21;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.303_eq;5
MV3.103 SGen 12;MV3.103 Bus 22;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.306_eq;5
MV3.103 SGen 13;MV3.103 Bus 23;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.304_eq;5
MV3.103 SGen 14;MV3.103 Bus 24;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.305_eq;5
MV3.103 SGen 15;MV3.103 Bus 25;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.307_eq;5
MV3.103 SGen 16;MV3.103 Bus 26;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.308_eq;5
MV3.103 SGen 17;MV3.103 Bus 27;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.306_eq;5
MV3.103 SGen 18;MV3.103 Bus 28;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.309_eq;5
MV3.103 SGen 19;MV3.103 Bus 29;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.310_eq;5
MV3.103 SGen 20;MV3.103 Bus 30;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.311_eq;5
MV3.103 SGen 21;MV3.103 Bus 31;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.307_eq;5
MV3.103 SGen 22;MV3.103 Bus 32;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.304_eq;5
MV3.103 SGen 23;MV3.103 Bus 33;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.312_eq;5
MV3.103 SGen 24;MV3.103 Bus 34;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.308_eq;5
MV3.103 SGen 25;MV3.103 Bus 35;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.305_eq;5
MV3.103 SGen 26;MV3.103 Bus 36;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.306_eq;5
MV3.103 SGen 27;MV3.103 Bus 37;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.307_eq;5
MV3.103 SGen 28;MV3.103 Bus 38;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.313_eq;5
MV3.103 SGen 29;MV3.103 Bus 39;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.314_eq;5
MV3.103 SGen 30;MV3.103 Bus 40;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.309_eq;5
MV3.103 SGen 31;MV3.103 Bus 41;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.310_eq;5
MV3.103 SGen 32;MV3.103 Bus 42;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.311_eq;5
MV3.103 SGen 33;MV3.103 Bus 43;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.312_eq;5
MV3.103 SGen 34;MV3.103 Bus 44;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.313_eq;5
MV3.103 SGen 35;MV3.103 Bus 45;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.315_eq;5
MV3.103 SGen 36;MV3.103 Bus 46;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.314_eq;5
MV3.103 SGen 37;MV3.103 Bus 47;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.315_eq;5
MV3.103 SGen 38;MV3.103 Bus 48;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.316_eq;5
MV3.103 SGen 39;MV3.103 Bus 49;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.308_eq;5
MV3.103 SGen 40;MV3.103 Bus 50;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.309_eq;5
MV3.103 SGen 41;MV3.103 Bus 51;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.317_eq;5
MV3.103 SGen 42;MV3.103 Bus 52;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.310_eq;5
MV3.103 SGen 43;MV3.103 Bus 53;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.311_eq;5
MV3.103 SGen 44;MV3.103 Bus 54;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.318_eq;5
MV3.103 SGen 45;MV3.103 Bus 55;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.319_eq;5
MV3.103 SGen 46;MV3.103 Bus 56;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.312_eq;5
MV3.103 SGen 47;MV3.103 Bus 57;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.313_eq;5
MV3.103 SGen 48;MV3.103 Bus 58;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.314_eq;5
MV3.103 SGen 49;MV3.103 Bus 59;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.320_eq;5
MV3.103 SGen 50;MV3.103 Bus 60;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.316_eq;5
MV3.103 SGen 51;MV3.103 Bus 61;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.315_eq;5
MV3.103 SGen 52;MV3.103 Bus 62;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.317_eq;5
MV3.103 SGen 53;MV3.103 Bus 63;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.316_eq;5
MV3.103 SGen 54;MV3.103 Bus 64;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.321_eq;5
MV3.103 SGen 55;MV3.103 Bus 65;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.317_eq;5
MV3.103 SGen 56;MV3.103 Bus 66;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.318_eq;5
MV3.103 SGen 57;MV3.103 Bus 67;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.318_eq;5
MV3.103 SGen 58;MV3.103 Bus 68;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.319_eq;5
MV3.103 SGen 59;MV3.103 Bus 69;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.320_eq;5
MV3.103 SGen 60;MV3.103 Bus 70;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.321_eq;5
MV3.103 SGen 61;MV3.103 Bus 71;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.322_eq;5
MV3.103 SGen 62;MV3.103 Bus 72;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.323_eq;5
MV3.103 SGen 63;MV3.103 Bus 73;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.324_eq;5
MV3.103 SGen 64;MV3.103 Bus 74;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.319_eq;5
MV3.103 SGen 65;MV3.103 Bus 75;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.320_eq;5
MV3.103 SGen 66;MV3.103 Bus 76;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.322_eq;5
MV3.103 SGen 67;MV3.103 Bus 77;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.325_eq;5
MV3.103 SGen 68;MV3.103 Bus 78;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.321_eq;5
MV3.103 SGen 69;MV3.103 Bus 79;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.322_eq;5
MV3.103 SGen 70;MV3.103 Bus 80;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.323_eq;5
MV3.103 SGen 71;MV3.103 Bus 81;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.326_eq;5
MV3.103 SGen 72;MV3.103 Bus 82;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.327_eq;5
MV3.103 SGen 73;MV3.103 Bus 83;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.324_eq;5
MV3.103 SGen 74;MV3.103 Bus 84;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.328_eq;5
MV3.103 SGen 75;MV3.103 Bus 85;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.329_eq;5
MV3.103 SGen 76;MV3.103 Bus 86;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.330_eq;5
MV3.103 SGen 77;MV3.103 Bus 87;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.325_eq;5
MV3.103 SGen 78;MV3.103 Bus 88;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.331_eq;5
MV3.103 SGen 79;MV3.103 Bus 89;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.326_eq;5
MV3.103 SGen 80;MV3.103 Bus 90;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.332_eq;5
MV3.103 SGen 81;MV3.103 Bus 91;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.323_eq;5
MV3.103 SGen 82;MV3.103 Bus 92;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.327_eq;5
MV3.103 SGen 83;MV3.103 Bus 93;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.328_eq;5
MV3.103 SGen 84;MV3.103 Bus 94;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.329_eq;5
MV3.103 SGen 85;MV3.103 Bus 95;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.324_eq;5
MV3.103 SGen 86;MV3.103 Bus 96;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.333_eq;5
MV3.103 SGen 87;MV3.103 Bus 97;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.325_eq;5
MV3.103 SGen 88;MV3.103 Bus 98;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.334_eq;5
MV3.103 SGen 89;MV3.103 Bus 99;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.335_eq;5
MV3.103 SGen 90;MV3.103 Bus 100;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.330_eq;5
MV3.103 SGen 91;MV3.103 Bus 101;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.336_eq;5
MV3.103 SGen 92;MV3.103 Bus 102;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.326_eq;5
MV3.103 SGen 93;MV3.103 Bus 103;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.327_eq;5
MV3.103 SGen 94;MV3.103 Bus 104;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.328_eq;5
MV3.103 SGen 95;MV3.103 Bus 105;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.337_eq;5
MV3.103 SGen 96;MV3.103 Bus 106;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.329_eq;5
MV3.103 SGen 97;MV3.103 Bus 107;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.330_eq;5
MV3.103 SGen 98;MV3.103 Bus 108;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.338_eq;5
MV3.103 SGen 99;MV3.103 Bus 109;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.331_eq;5
MV3.103 SGen 100;MV3.103 Bus 110;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.339_eq;5
MV3.103 SGen 101;MV3.103 Bus 111;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.340_eq;5
MV3.103 SGen 102;MV3.103 Bus 112;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.341_eq;5
MV3.103 SGen 103;MV3.103 Bus 113;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.332_eq;5
MV3.103 SGen 104;MV3.103 Bus 114;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.331_eq;5
MV3.103 SGen 105;MV3.103 Bus 115;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.342_eq;5
MV3.103 SGen 106;MV3.103 Bus 116;lv_RES;lv_urban6;pq;0.057;0;0.057;MV3.103_LV6.332_eq;5
MV3.103 SGen 107;MV3.103 Bus 117;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.343_eq;5
MV3.103 SGen 108;MV3.103 Bus 118;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.344_eq;5
MV3.103 SGen 109;MV3.103 Bus 119;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.301_eq;5
MV3.103 SGen 110;MV3.103 Bus 120;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.302_eq;5
MV3.103 SGen 111;MV3.103 Bus 121;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.303_eq;5
MV3.103 SGen 112;MV3.103 Bus 122;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.333_eq;5
MV3.103 SGen 113;MV3.103 Bus 123;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.345_eq;5
MV3.103 SGen 114;MV3.103 Bus 124;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.334_eq;5
MV3.103 SGen 115;MV3.103 Bus 125;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.304_eq;5
MV3.103 SGen 116;MV3.103 Bus 126;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.346_eq;5
MV3.103 SGen 117;MV3.103 Bus 127;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.347_eq;5
MV3.103 SGen 118;MV3.103 Bus 128;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.348_eq;5
MV3.103 SGen 119;MV3.103 Bus 129;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.335_eq;5
MV3.103 SGen 120;MV3.103 Bus 130;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.349_eq;5
MV3.103 SGen 121;MV3.103 Bus 131;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.336_eq;5
MV3.103 SGen 122;MV3.103 Bus 132;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.305_eq;5
MV3.103 SGen 123;MV3.103 Bus 133;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.337_eq;5
MV3.103 SGen 124;MV3.103 Bus 134;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.306_eq;5
MV3.103 SGen 125;MV3.103 Bus 135;lv_RES;lv_semiurb5;pq;0.137;0;0.137;MV3.103_LV5.350_eq;5
MV3.103 SGen 126;MV3.103 Bus 136;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.338_eq;5
MV3.103 SGen 127;MV3.103 Bus 137;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.339_eq;5
MV3.103 SGen 128;MV3.103 Bus 138;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.307_eq;5
MV3.103 SGen 129;MV3.103 Bus 139;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.340_eq;5
MV3.103 SGen 130;MV3.103 Bus 140;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.341_eq;5
MV3.103 SGen 131;MV3.103 Bus 141;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.308_eq;5
MV3.103 SGen 132;MV3.103 Bus 142;lv_RES;lv_semiurb4;pq;0.0065;0;0.0065;MV3.103_LV4.342_eq;5
MV3.103 SGen 133;MV3.103 Bus 143;lv_RES;lv_rural3;pq;0.19;0;0.19;MV3.103_LV3.309_eq;5
MV3.103 MV SGen 1;MV3.103 Bus 86;Hydro_MV;Hydro3;pq;2.9;0;2.9;MV3.103;5
MV1.201 SGen 1;MV1.201 busbar1.1;Wind_MV;WP4;pq;2;0;2;MV1.201;5
MV1.201 SGen 2;MV1.201 Bus 4;lv_RES;lv_rural1;pq;0.16;0;0.16;MV1.201_LV1.101_eq;5
MV1.201 SGen 3;MV1.201 Bus 5;lv_RES;lv_rural1;pq;0.16;0;0.16;MV1.201_LV1.102_eq;5
MV1.201 SGen 4;MV1.201 Bus 6;lv_RES;lv_rural1;pq;0.16;0;0.16;MV1.201_LV1.103_eq;5
MV1.201 SGen 5;MV1.201 Bus 7;lv_RES;lv_rural1;pq;0.16;0;0.16;MV1.201_LV1.104_eq;5
MV1.201 SGen 6;MV1.201 Bus 8;lv_RES;lv_rural2;pq;0.145;0;0.145;MV1.201_LV2.101_eq;5
